gen,plant_id_name,leaflet_id,DPI,leafletweight_ug,CFU,LOG_Y
5426,32,A,3,5.2,120000,7.370866619
5426,32,A,3,5.2,80000,7.371905796
5426,32,A,9,6.7,21000000,8.161805193
5426,32,A,9,6.7,10000000,8.208283226
5426,32,A,9,6.7,11000000,8.267586549
5426,32,A,6,10.7,50000000,7.476945984
5426,32,A,6,10.7,30000000,7.489010543
5426,32,A,6,10.7,50000000,7.498474325
5426,32,B,0,10.4,40000,2.947230922
5426,32,B,0,10.4,10000,3.088904074
5426,32,B,0,10.4,20000,4.41381866
5426,32,B,9,10.5,14000000,7.790759274
5426,32,B,9,10.5,24000000,7.790783882
5426,32,B,9,10.5,10000000,7.858698968
5426,32,B,3,6,100000,8.17958894
5426,32,B,3,6,NA,8.197972184
5426,32,B,3,6,200000,8.228586903
5426,32,B,6,9.9,18000000,7.475779409
5426,32,B,6,9.9,22000000,7.540763034
5426,32,B,6,9.9,16000000,7.564950171
5426,32,C,0,6.4,130000,3.8128234
5426,32,C,0,6.4,140000,3.858795992
5426,32,C,0,6.4,60000,5.078387341
5426,32,C,9,7.9,13000000,7.788522929
5426,32,C,9,7.9,14000000,7.797765223
5426,32,C,9,7.9,7000000,7.829583002
5426,32,C,3,4.2,100000,8.219648936
5426,32,C,3,4.2,500000,8.268339185
5426,32,C,3,4.2,300000,8.302417272
5426,32,C,6,8.5,90000000,7.26961434
5426,32,C,6,8.5,50000000,7.280281171
5426,32,C,6,8.5,100000000,7.301899396
5426,38,A,9,14.7,700000,6.095654394
5426,38,A,0,11.8,NA,6.136581364
5426,38,A,0,11.8,NA,6.226426836
5426,38,A,0,11.8,NA,7.334167468
5426,38,A,3,12.6,1000000,7.335875551
5426,38,A,3,12.6,1100000,7.366615717
5426,38,A,3,12.6,100000,8.121976665
5426,38,A,6,18,7000000,8.168616691
5426,38,A,6,18,11000000,8.213248429
5426,38,A,6,18,5000000,4.431784425
5426,38,A,9,14.7,500000,8.628249066
5426,38,A,9,14.7,1300000,8.702756678
5426,38,B,0,14.4,NA,6.003823055
5426,38,B,0,14.4,NA,6.054649242
5426,38,B,0,14.4,NA,6.156305166
5426,38,B,3,16.3,800000,7.253282138
5426,38,B,3,16.3,2000000,7.295879263
5426,38,B,3,16.3,1100000,7.422230503
5426,38,B,6,22.9,3000000,7.809613146
5426,38,B,6,22.9,8000000,7.92794754
5426,38,B,6,22.9,4000000,7.991589008
5426,38,B,9,22.9,800000,8.140101037
5426,38,B,9,22.9,1000000,8.15619375
5426,38,B,9,22.9,100000,8.217426188
5426,38,C,6,18.3,300000,6.558654717
5426,38,C,6,18.3,100000,6.700566661
5426,38,C,6,18.3,300000,6.787216719
5426,38,C,0,12.4,NA,7.597556401
5426,38,C,0,12.4,NA,7.609046199
5426,38,C,0,12.4,NA,7.628248383
5426,38,C,3,11.8,800000,5.751458518
5426,38,C,3,11.8,100000,5.858481805
5426,38,C,3,11.8,500000,6.026899448
5426,38,C,9,13.4,1100000,8.709681272
5426,38,C,9,13.4,700000,8.729828074
5426,38,C,9,13.4,1300000,8.760251424
5426,47,A,0,15.7,250000,4.859344016
5426,47,A,0,15.7,210000,4.894366162
5426,47,A,0,15.7,200000,5.010369292
5426,47,A,3,12.8,6000000,7.949446041
5426,47,A,3,12.8,3000000,7.969431673
5426,47,A,3,12.8,2000000,7.980903535
5426,47,A,9,14.1,2400000,5.882779016
5426,47,A,9,14.1,1800000,5.983233707
5426,47,A,9,14.1,300000,6.002874866
5426,47,A,0,11.4,7000,8.400318246
5426,47,A,0,11.4,4000,8.412233119
5426,47,A,6,13.6,6000000,8.415165794
5426,47,A,0,11.4,2000,7.977796448
5426,47,A,6,13.6,5000000,8.020060995
5426,47,A,6,13.6,9000000,8.028982007
5426,47,A,6,10.6,NA,8.17974593
5426,47,A,6,10.6,NA,8.207373933
5426,47,A,6,10.6,NA,8.24225475
5426,47,A,3,11.5,800000,6.595909085
5426,47,A,3,11.5,600000,6.614837064
5426,47,A,3,11.5,500000,6.635174956
5426,47,A,9,14.1,1300000,8.748224986
5426,47,A,9,14.1,1600000,8.749836188
5426,47,A,9,14.1,1800000,8.751496707
5426,47,B,0,22,260000,5.193615903
5426,47,B,0,22,220000,5.296505605
5426,47,B,0,22,200000,5.522314824
5426,47,B,3,13.4,3000000,7.977907744
5426,47,B,3,13.4,2000000,8.000876116
5426,47,B,3,13.4,13000000,8.020381571
5426,47,B,9,13.9,1300000,5.798203608
5426,47,B,9,13.9,2100000,5.852153841
5426,47,B,9,13.9,1300000,5.875690554
5426,47,B,6,18.9,2000000,8.098683735
5426,47,B,6,18.9,3000000,8.13187445
5426,47,B,6,18.9,2000000,8.205131936
5426,47,B,0,13.7,3000,7.690039044
5426,47,B,0,13.7,4000,7.736046458
5426,47,B,0,13.7,6000,7.737662103
5426,47,B,9,21.1,140000,8.142967895
5426,47,B,3,19.8,270000,8.147578716
5426,47,B,9,21.1,130000,8.174191208
5426,47,B,9,21.1,210000,6.683791248
5426,47,B,3,19.8,470000,6.712856036
5426,47,B,6,10.4,NA,6.715633682
5426,47,B,6,10.4,NA,8.07186106
5426,47,B,6,10.4,NA,8.112132233
5426,47,B,3,19.8,290000,8.117547942
5426,47,C,0,14.9,200000,5.481913921
5426,47,C,0,14.9,400000,5.484230803
5426,47,C,0,14.9,600000,5.495700993
5426,47,C,3,13.1,5000000,7.922430566
5426,47,C,3,13.1,3000000,7.950423294
5426,47,C,3,13.1,6000000,7.958386897
5426,47,C,9,11.6,1200000,5.729650773
5426,47,C,9,11.6,1000000,5.767783125
5426,47,C,9,11.6,500000,5.839330588
5426,47,C,6,15.1,2000000,8.520091876
5426,47,C,6,15.1,5000000,8.546525058
5426,47,C,6,15.1,4000000,8.593959116
5426,47,C,0,10.1,5000,7.652517794
5426,47,C,0,10.1,2000,7.794095937
5426,47,C,0,10.1,1000,7.880619963
5426,47,C,6,12.8,NA,8.335948284
5426,47,C,6,12.8,NA,8.37267676
5426,47,C,6,12.8,NA,8.411981
5426,47,C,3,14.6,2300000,6.156570577
5426,47,C,3,14.6,1600000,6.255681791
5426,47,C,3,14.6,2200000,6.29094509
5426,47,C,9,14.2,600000,8.704553558
5426,47,C,9,14.2,700000,8.745429449
5426,47,C,9,14.2,800000,8.772846039
5426,53,A,0,22.9,50000,3.053307932
5426,53,A,0,22.9,40000,3.50139412
5426,53,A,0,22.9,90000,3.837282545
5426,53,A,3,10.6,19000000,7.99919089
5426,53,A,3,10.6,6000000,8.009423322
5426,53,A,3,10.6,12000000,8.064757151
5426,53,A,9,6.2,26000000,7.006892301
5426,53,A,9,6.2,21000000,7.027428811
5426,53,A,9,6.2,19000000,7.081817678
5426,53,A,0,15.3,5000,8.266401639
5426,53,A,0,15.3,7000,8.270612423
5426,53,A,0,15.3,5000,8.345274692
5426,53,A,3,18.4,280000,8.315660765
5426,53,A,3,18.4,260000,8.319793647
5426,53,A,6,14.6,22000000,8.331796253
5426,53,A,6,14.6,25000000,8.445416818
5426,53,A,6,14.6,26000000,8.452432444
5426,53,A,3,18.4,220000,8.464078518
5426,53,A,6,16.5,NA,7.780698618
5426,53,A,6,16.5,NA,7.784424376
5426,53,A,6,16.5,NA,7.809485711
5426,53,A,9,20.4,NA,8.823902673
5426,53,A,9,20.4,NA,8.866417826
5426,53,A,9,20.4,NA,8.869152554
5426,53,B,0,28,220000,4.516669374
5426,53,B,0,28,210000,4.548426015
5426,53,B,0,28,170000,4.907663358
5426,53,B,3,14.8,6000000,7.951189043
5426,53,B,3,14.8,12000000,7.958264601
5426,53,B,3,14.8,4000000,8.005993361
5426,53,B,9,19.7,17000000,6.699016145
5426,53,B,9,19.7,18000000,6.786226382
5426,53,B,9,19.7,16000000,6.826255532
5426,53,B,0,19.5,2000,8.751737845
5426,53,B,0,19.5,3000,8.82680363
5426,53,B,0,19.5,7000,8.857183507
5426,53,B,6,23.3,7000000,8.138688228
5426,53,B,6,23.3,6000000,8.142756833
5426,53,B,6,23.3,5000000,8.146510864
5426,53,B,6,19.1,NA,8.293531886
5426,53,B,6,19.1,NA,8.311984294
5426,53,B,6,19.1,NA,8.356250034
5426,53,B,3,25.5,600000,7.563751742
5426,53,B,9,23.3,1300000,7.58879658
5426,53,B,9,23.3,1600000,7.642637853
5426,53,B,3,25.5,700000,8.8186446
5426,53,B,3,25.5,600000,8.826394126
5426,53,B,9,23.3,1600000,8.861385681
5426,53,C,0,26.6,150000,3.492032367
5426,53,C,0,26.6,180000,4.42496412
5426,53,C,0,26.6,80000,4.577583043
5426,53,C,3,8.1,26000000,8.03061915
5426,53,C,3,8.1,44000000,8.050659549
5426,53,C,3,8.1,39000000,8.122228496
5426,53,C,9,19.8,17000000,7.142563439
5426,53,C,9,19.8,18000000,7.273976989
5426,53,C,9,19.8,17000000,7.297815876
5426,53,C,0,15.7,19000,8.869557602
5426,53,C,0,15.7,24000,8.946066089
5426,53,C,0,15.7,17000,8.95458284
5426,53,C,6,17.7,13000000,8.223313378
5426,53,C,6,17.7,12000000,8.236620518
5426,53,C,6,17.7,7000000,8.252194473
5426,53,C,6,16.6,NA,8.261898998
5426,53,C,6,16.6,NA,8.294539287
5426,53,C,6,16.6,NA,8.303108437
5426,53,C,9,20.6,1000000,7.330048963
5426,53,C,9,20.6,600000,7.443166696
5426,53,C,9,20.6,200000,7.467499834
5426,53,C,3,17.4,200000,8.71372675
5426,53,C,3,17.4,300000,8.744298128
5426,53,C,3,17.4,500000,8.754330482
5426,54,A,0,18.5,240000,4.851147131
5426,54,A,0,18.5,250000,4.912795505
5426,54,A,0,18.5,250000,4.956600408
5426,54,A,3,12.9,6000000,7.670714816
5426,54,A,3,12.9,5000000,7.729686634
5426,54,A,3,12.9,2000000,8.049274329
5426,54,A,9,13.8,NA,5.830147351
5426,54,A,9,13.8,NA,5.856358328
5426,54,A,9,13.8,NA,5.905100211
5426,54,A,6,9,800000,8.917728334
5426,54,A,6,9,700000,8.971884448
5426,54,A,6,9,200000,9.007466605
5426,54,A,0,16.8,4000,7.428388641
5426,54,A,0,16.8,2000,7.433274522
5426,54,A,0,16.8,2000,7.495098667
5426,54,A,3,20.7,1200000,9.115799923
5426,54,A,3,20.7,700000,9.165819836
5426,54,A,3,20.7,900000,9.205272975
5426,54,A,6,23.1,NA,5.920962337
5426,54,A,6,23.1,NA,5.936583503
5426,54,A,6,23.1,NA,6.061175976
5426,54,A,9,25.4,18000000,9.227847961
5426,54,A,9,25.4,17000000,9.231617545
5426,54,A,9,25.4,16000000,9.248016627
5426,54,B,0,19.4,100000,3.707663839
5426,54,B,0,19.4,110000,3.900385752
5426,54,B,0,19.4,180000,4.436234394
5426,54,B,3,15.8,NA,8.095112818
5426,54,B,3,15.8,1000000,8.099094302
5426,54,B,3,15.8,4000000,8.129987894
5426,54,B,9,16.5,1100000,5.21027587
5426,54,B,9,16.5,1200000,5.409770772
5426,54,B,9,16.5,1500000,5.543840511
5426,54,B,6,7.6,800000,8.885947161
5426,54,B,6,7.6,600000,8.893514976
5426,54,B,6,7.6,1300000,8.986977759
5426,54,B,0,22.6,44000,7.407195101
5426,54,B,0,22.6,29000,7.446860073
5426,54,B,0,22.6,37000,7.454578967
5426,54,B,3,26,300000,9.231809163
5426,54,B,3,26,500000,9.242879837
5426,54,B,3,26,700000,9.270357131
5426,54,B,9,27.1,20000000,6.455955197
5426,54,B,9,27.1,1000000,6.471166333
5426,54,B,9,27.1,20000000,6.473556024
5426,54,B,6,25.5,NA,9.145815677
5426,54,B,6,25.5,NA,9.150589283
5426,54,B,6,25.5,NA,9.157174096
5426,54,C,3,14.4,600000,4.410393881
5426,54,C,3,14.4,300000,5.565102719
5426,54,C,3,14.4,800000,5.664238324
5426,54,C,0,12.6,700000,7.914868022
5426,54,C,0,12.6,500000,7.953188564
5426,54,C,0,12.6,400000,7.994838362
5426,54,C,9,16.4,700000,3.729301398
5426,54,C,9,16.4,1000000,4.330790672
5426,54,C,9,16.4,1100000,4.344365331
5426,54,C,6,7.4,900000,9.023094332
5426,54,C,6,7.4,900000,9.044544283
5426,54,C,6,7.4,900000,9.09189518
5426,54,C,0,17.1,5000,7.552829627
5426,54,C,0,17.1,5000,7.573662722
5426,54,C,0,17.1,3000,7.5996641
5426,54,C,3,14.5,500000,9.165654085
5426,54,C,3,14.5,600000,9.191830354
5426,54,C,3,14.5,700000,9.20333625
5426,54,C,9,29.1,25000000,5.85214488
5426,54,C,6,24.7,NA,5.949938486
5426,54,C,9,29.1,28000000,6.016431376
5426,54,C,6,24.7,NA,9.117847718
5426,54,C,6,24.7,NA,9.168330611
5426,54,C,9,29.1,20000000,9.221979858
5426,63,A,0,10.5,30000,3.300627672
5426,63,A,3,12.1,180000,3.985460759
5426,63,A,3,12.1,120000,4.12836323
5426,63,A,3,12.1,190000,3.316608426
5426,63,A,0,10.5,20000,3.464769723
5426,63,A,0,10.5,40000,3.715250406
5426,63,A,9,7.6,9000000,7.302467605
5426,63,A,9,7.6,8000000,7.309328247
5426,63,A,9,7.6,NA,7.329383614
5426,63,A,6,10.7,400000,7.167695588
5426,63,A,6,10.7,400000,7.241546774
5426,63,A,6,10.7,800000,7.278706524
5426,63,B,0,13.3,40000,2.948662406
5426,63,B,0,13.3,10000,3.537416582
5426,63,B,0,13.3,70000,3.861269473
5426,63,B,3,13.8,2000000,5.796122464
5426,63,B,3,13.8,13000000,5.846379046
5426,63,B,3,13.8,8000000,5.920326259
5426,63,B,6,12.5,200000,6.400002032
5426,63,B,6,12.5,100000,6.406617321
5426,63,B,6,12.5,300000,6.425014357
5426,63,B,9,11.5,1600000,6.481488762
5426,63,B,9,11.5,800000,6.491830435
5426,63,B,9,11.5,1000000,6.509575568
5426,63,C,0,11.5,120000,4.553107501
5426,63,C,0,11.5,110000,4.815436311
5426,63,C,0,11.5,140000,4.938560129
5426,63,C,9,9.4,100000,6.023822528
5426,63,C,9,9.4,300000,6.027066928
5426,63,C,3,10.5,9000000,6.052893138
5426,63,C,3,10.5,6000000,6.95951838
5426,63,C,3,10.5,10000000,7.058383291
5426,63,C,9,9.4,700000,7.078165555
5426,63,C,6,10.4,600000,5.841384056
5426,63,C,6,10.4,600000,5.935480059
5426,63,C,6,10.4,600000,6.075841098
5426,74,A,0,11.6,NA,5.997139755
5426,74,A,0,11.6,NA,6.061963668
5426,74,A,0,11.6,NA,6.159664169
5426,74,A,3,10.7,1300000,7.640138763
5426,74,A,3,10.7,1900000,7.672810429
5426,74,A,3,10.7,2800000,7.696260599
5426,74,A,6,14.8,2400000,7.829623749
5426,74,A,6,14.8,2000000,7.911204591
5426,74,A,6,14.8,2400000,7.975501416
5426,74,A,9,13.8,400000,8.125697731
5426,74,A,9,13.8,100000,8.214174513
5426,74,A,9,13.8,400000,8.241602801
5426,74,B,0,12.4,NA,5.884782018
5426,74,B,0,12.4,NA,5.934298343
5426,74,B,0,12.4,NA,6.009951182
5426,74,B,3,13.9,250000,6.505952977
5426,74,B,3,13.9,90000,6.585301752
5426,74,B,3,13.9,70000,6.664311751
5426,74,B,6,14.2,3000000,8.23658135
5426,74,B,6,14.2,5000000,8.258043115
5426,74,B,6,14.2,7000000,8.277231312
5426,74,B,9,11.2,32000000,9.201144886
5426,74,B,9,11.2,30000000,9.215719179
5426,74,B,9,11.2,24000000,9.228408008
5426,74,C,0,8.8,NA,6.071385187
5426,74,C,0,8.8,NA,6.167473224
5426,74,C,0,8.8,NA,6.303003893
5426,74,C,9,13.5,100000,7.686243326
5426,74,C,3,10.4,4000000,7.721374014
5426,74,C,3,10.4,5000000,7.772337321
5426,74,C,9,13.5,400000,8.092622011
5426,74,C,9,13.5,200000,8.1309174
5426,74,C,3,10.4,4000000,8.153375258
5426,74,C,6,10.5,2000000,7.669987899
5426,74,C,6,10.5,3000000,7.742153067
5426,74,C,6,10.5,1500000,7.764705085
5426,78,A,0,17.4,14000,7.452664591
5426,78,A,0,17.4,11000,7.494684751
5426,78,A,0,17.4,14000,7.521318714
5426,78,A,3,19.3,2000000,8.584144488
5426,78,A,3,19.3,7000000,8.620771845
5426,78,A,9,15.9,13000000,8.684330298
5426,78,A,9,15.9,8000000,8.70540018
5426,78,A,9,15.9,2000000,8.783418452
5426,78,A,3,19.3,2400000,8.816911996
5426,78,A,6,15.8,14000000,8.648065834
5426,78,A,6,15.8,9000000,8.652447094
5426,78,A,6,15.8,7000000,8.667217854
5426,78,B,0,18.8,3000,7.402393532
5426,78,B,0,18.8,14000,7.410581334
5426,78,B,0,18.8,14000,7.41192441
5426,78,B,6,21.2,600000,8.685368765
5426,78,B,6,21.2,1000000,8.730952541
5426,78,B,6,21.2,400000,8.758183549
5426,78,B,3,25,3100000,8.045383088
5426,78,B,3,25,5100000,8.063259973
5426,78,B,9,21.6,8000000,8.095034009
5426,78,B,3,25,4000000,8.736327682
5426,78,B,9,21.6,4000000,8.782829286
5426,78,B,9,21.6,4000000,8.870991754
5426,78,C,0,15.5,18000,7.520956911
5426,78,C,0,15.5,12000,7.605416156
5426,78,C,0,15.5,11000,7.666973847
5426,78,C,6,16.4,1800000,8.67393266
5426,78,C,6,16.4,1800000,8.771653872
5426,78,C,6,16.4,1600000,8.854354825
5426,78,C,3,17.7,15000000,8.14563507
5426,78,C,3,17.7,11000000,8.17982531
5426,78,C,3,17.7,9000000,8.226330622
5426,78,C,9,22.1,6000000,8.890995271
5426,78,C,9,22.1,7000000,8.954901344
5426,78,C,9,22.1,8000000,8.985419516
5426,81,A,0,17.3,80000,4.450294824
5426,81,A,0,17.3,190000,4.572465746
5426,81,A,0,17.3,160000,4.758022352
5426,81,A,3,16.4,1000000,6.288834912
5426,81,A,3,16.4,2000000,6.332232099
5426,81,A,3,16.4,1000000,6.391512981
5426,81,A,9,16.8,15000000,8.102820785
5426,81,A,9,16.8,23000000,8.114936092
5426,81,A,9,16.8,31000000,8.155935352
5426,81,A,6,12,40000000,7.317524413
5426,81,A,6,12,40000000,7.369319491
5426,81,A,6,12,20000000,7.398053561
5426,81,B,0,23.9,300000,4.760139473
5426,81,B,0,23.9,300000,5.15800604
5426,81,B,0,23.9,400000,5.19479454
5426,81,B,3,17.1,18000000,7.198491488
5426,81,B,3,17.1,38000000,7.346102794
5426,81,B,3,17.1,19000000,7.35627404
5426,81,B,9,13.8,8000000,8.294570366
5426,81,B,9,13.8,NA,8.314317692
5426,81,B,9,13.8,9000000,8.314817405
5426,81,B,6,17.5,50000000,7.424755762
5426,81,B,6,17.5,40000000,7.433789568
5426,81,B,6,17.5,50000000,7.436080396
5426,81,C,0,21.6,30000,3.706752435
5426,81,C,0,21.6,40000,3.861438575
5426,81,C,0,21.6,50000,3.864193691
5426,81,C,3,10.5,6000000,7.225995986
5426,81,C,3,10.5,9000000,7.271825264
5426,81,C,3,10.5,17000000,7.27298849
5426,81,C,9,13.9,NA,7.895947981
5426,81,C,9,13.9,12000000,7.982441888
5426,81,C,9,13.9,24000000,8.003857758
5426,81,C,6,14.5,14000000,7.298989965
5426,81,C,6,14.5,4000000,7.338263294
5426,81,C,6,14.5,6000000,7.361647417
5426,82,A,0,14.3,80000,3.040254544
5426,82,A,0,14.3,90000,3.463922925
5426,82,A,0,14.3,50000,3.520330086
5426,82,A,3,6.8,32000000,7.0331615
5426,82,A,3,6.8,29000000,7.128541741
5426,82,A,3,6.8,24000000,7.202894584
5426,82,A,9,15.3,7000000,8.066858446
5426,82,A,9,15.3,26000000,8.101610413
5426,82,A,9,15.3,19000000,8.117348646
5426,82,A,6,9.8,18000000,7.544392033
5426,82,A,6,9.8,15000000,7.575453635
5426,82,A,6,9.8,16000000,7.650460975
5426,82,B,0,16.3,100000,3.824636389
5426,82,B,0,16.3,180000,4.085644556
5426,82,B,0,16.3,110000,4.14310866
5426,82,B,3,10.6,25000000,7.07092115
5426,82,B,3,10.6,7000000,7.11444797
5426,82,B,3,10.6,16000000,7.187600725
5426,82,B,9,16.4,100000000,7.884507842
5426,82,B,9,16.4,NA,7.920194107
5426,82,B,9,16.4,40000000,7.941292113
5426,82,B,6,16.7,12000000,7.807168986
5426,82,B,6,16.7,16000000,7.814801098
5426,82,B,6,16.7,8000000,7.88319119
5426,82,C,0,11.7,50000,2.572753734
5426,82,C,0,11.7,90000,3.500934815
5426,82,C,0,11.7,70000,3.588593875
5426,82,C,3,7.9,10000000,7.126260068
5426,82,C,3,7.9,22000000,7.133434585
5426,82,C,3,7.9,26000000,7.173777187
5426,82,C,9,13.3,14000000,8.135639333
5426,82,C,9,13.3,8000000,8.144465611
5426,82,C,9,13.3,6000000,8.18711029
5426,82,C,6,10.8,160000000,7.656038409
5426,82,C,6,10.8,50000000,7.676508208
5426,82,C,6,10.8,110000000,7.685424032
5426,83,A,0,12.6,7000,7.557510496
5426,83,A,0,12.6,6000,7.563462557
5426,83,A,0,12.6,11000,7.592033487
5426,83,A,9,18.7,800000000,8.708586804
5426,83,A,9,18.7,1100000000,8.803246633
5426,83,A,9,18.7,800000000,8.822579114
5426,83,A,3,21.7,26000000,9.299654051
5426,83,A,3,21.7,17000000,9.325334261
5426,83,A,3,21.7,17000000,9.333721519
5426,83,A,6,14.1,6000000,7.984708344
5426,83,A,6,14.1,6000000,8.013732804
5426,83,A,6,14.1,5000000,8.09488872
5426,83,B,9,21.4,190000000,7.834906477
5426,83,B,0,15.2,37000,7.835140431
5426,83,B,0,15.2,27000,7.941035934
5426,83,B,9,21.4,70000000,8.562379446
5426,83,B,0,15.2,27000,8.627721364
5426,83,B,9,21.4,100000000,8.663546312
5426,83,B,3,22.6,14000000,9.009024296
5426,83,B,3,22.6,9000000,9.095855583
5426,83,B,3,22.6,6000000,9.11282353
5426,83,B,6,29.6,2000000,7.819383217
5426,83,B,6,29.6,3000000,7.839999986
5426,83,B,6,29.6,3000000,7.948947219
5426,83,C,0,13.2,4000,7.680937357
5426,83,C,0,13.2,4000,7.691697466
5426,83,C,0,13.2,3000,7.776865373
5426,83,C,9,17.3,1200000000,8.850868778
5426,83,C,9,17.3,1100000000,8.86979301
5426,83,C,9,17.3,1100000000,8.944185839
5426,83,C,3,19.4,16000000,9.129276805
5426,83,C,3,19.4,20000000,9.173208241
5426,83,C,3,19.4,18000000,9.191643786
5426,83,C,6,18.3,5000000,8.391875617
5426,83,C,6,18.3,NA,8.429109777
5426,83,C,6,18.3,3000000,8.544605284
5426,84,A,0,9.5,NA,6.053529632
5426,84,A,0,9.5,NA,6.055713007
5426,84,A,0,9.5,NA,6.10784225
5426,84,A,3,13.6,13000000,7.994364661
5426,84,A,3,13.6,9000000,7.996245066
5426,84,A,3,13.6,NA,8.075529595
5426,84,A,6,19.9,8000000,8.206552211
5426,84,A,6,19.9,11000000,8.219456856
5426,84,A,6,19.9,10000000,8.269060513
5426,84,A,9,21.2,2600000,8.484056751
5426,84,A,9,21.2,3800000,8.533697831
5426,84,A,9,21.2,3900000,8.584127953
5426,84,B,0,12.7,NA,6.305696188
5426,84,B,0,12.7,NA,6.333573547
5426,84,B,0,12.7,NA,6.372677547
5426,84,B,6,21.3,12000000,8.205490855
5426,84,B,6,21.3,12000000,8.223323347
5426,84,B,3,14.5,10000000,8.23187946
5426,84,B,3,14.5,4000000,8.132679467
5426,84,B,6,21.3,7000000,8.17485874
5426,84,B,3,14.5,17000000,8.225509011
5426,84,B,9,29,1100000,8.235389652
5426,84,B,9,29,900000,8.258640812
5426,84,B,9,29,1500000,8.273260963
5426,84,C,0,8.7,NA,6.228457395
5426,84,C,0,8.7,NA,6.276367489
5426,84,C,0,8.7,NA,6.363578328
5426,84,C,3,14.1,800000,7.662500956
5426,84,C,3,14.1,1500000,7.702038133
5426,84,C,3,14.1,1600000,7.747316528
5426,84,C,6,12.5,12000000,8.46912092
5426,84,C,6,12.5,3000000,8.492323138
5426,84,C,6,12.5,7000000,8.533637966
5426,84,C,9,15.4,10000000,9.046599451
5426,84,C,9,15.4,7000000,9.079612344
5426,84,C,9,15.4,16000000,9.160512683
5426,85,A,0,8.5,27000,8.020765196
5426,85,A,0,8.5,28000,8.074625597
5426,85,A,0,8.5,25000,8.14883569
5426,85,A,9,14.9,700000000,8.853517292
5426,85,A,9,14.9,1000000000,8.88394769
5426,85,A,9,14.9,800000000,8.916553018
5426,85,A,6,15.1,1200000,8.62900695
5426,85,A,6,15.1,1300000,8.651245358
5426,85,A,6,15.1,1400000,8.661869588
5426,85,A,3,10.5,13000000,8.365647769
5426,85,A,3,10.5,13000000,8.383262335
5426,85,A,3,10.5,8000000,8.516975595
5426,85,B,0,8.2,19000,7.766639808
5426,85,B,0,8.2,17000,7.846332793
5426,85,B,9,17.8,200000000,7.943362432
5426,85,B,9,17.8,500000000,8.703599256
5426,85,B,0,8.2,18000,8.762524165
5426,85,B,6,18.4,900000,8.766141088
5426,85,B,9,17.8,200000000,7.970034412
5426,85,B,6,18.4,700000,8.008724898
5426,85,B,6,18.4,200000,8.075214595
5426,85,B,3,12.4,9000000,7.908005021
5426,85,B,3,12.4,6000000,7.920636364
5426,85,B,3,12.4,8000000,7.983181862
5426,85,C,0,12,15000,7.894466325
5426,85,C,0,12,13000,7.89633414
5426,85,C,0,12,15000,7.903780057
5426,85,C,9,13.6,12000000,8.509964826
5426,85,C,9,13.6,5000000,8.518452827
5426,85,C,9,13.6,4000000,8.569877802
5426,85,C,3,11.2,20000000,8.974180222
5426,85,C,3,11.2,18000000,8.992161451
5426,85,C,3,11.2,28000000,9.058236679
5426,85,C,6,11.9,8000000,8.084527622
5426,85,C,6,11.9,3000000,8.098331143
5426,85,C,6,11.9,2000000,8.17971411
5426,86,A,0,10.7,15000,7.670932981
5426,86,A,0,10.7,9000,7.745038173
5426,86,A,0,10.7,17000,7.763143152
5426,86,A,3,10.4,8000000,8.417428375
5426,86,A,3,10.4,4000000,8.518333992
5426,86,A,9,11.8,15000000,8.755477491
5426,86,A,9,11.8,21000000,8.762557449
5426,86,A,9,11.8,9000000,8.770027412
5426,86,A,3,10.4,8000000,8.802525244
5426,86,A,6,11.9,900000,8.60762039
5426,86,A,6,11.9,1000000,8.669723951
5426,86,A,6,11.9,1100000,8.703537399
5426,86,B,0,14.4,11000,7.70042783
5426,86,B,0,14.4,3000,7.791281157
5426,86,B,0,14.4,6000,7.792442239
5426,86,B,9,16.6,5000000,8.576026799
5426,86,B,9,16.6,12000000,8.644786644
5426,86,B,9,16.6,6000000,8.762084147
5426,86,B,3,14.3,4000000,9.043736304
5426,86,B,3,14.3,7000000,9.068015951
5426,86,B,3,14.3,8000000,9.094479733
5426,86,B,6,13.5,14000000,8.416918924
5426,86,B,6,13.5,16000000,8.452338899
5426,86,B,6,13.5,4000000,8.531903422
5426,86,C,0,11.3,5000,7.81494044
5426,86,C,0,11.3,5000,7.835095789
5426,86,C,0,11.3,4000,7.835645218
5426,86,C,3,9,6000000,8.097713753
5426,86,C,3,9,5000000,8.184457886
5426,86,C,3,9,6000000,8.188915558
5426,86,C,6,12.2,1300000,8.418588209
5426,86,C,6,12.2,2300000,8.472990082
5426,86,C,6,12.2,800000,8.559118866
5426,86,C,9,13.8,5000000,8.589824788
5426,86,C,9,13.8,1000000,8.605612067
5426,86,C,9,13.8,3000000,8.654900668
5426,88,A,0,13.2,35000,7.630376009
5426,88,A,0,13.2,17000,7.639362418
5426,88,A,0,13.2,14000,7.664196446
5426,88,A,3,12.4,11000000,8.370011765
5426,88,A,3,12.4,10000000,8.399811273
5426,88,A,3,12.4,2000000,8.411461082
5426,88,A,6,9.7,2000000,8.719772396
5426,88,A,6,9.7,6000000,8.754998549
5426,88,A,6,9.7,NA,8.761026902
5426,88,A,9,15.8,5000000,8.953194085
5426,88,A,9,15.8,5000000,8.966289806
5426,88,A,9,15.8,8000000,9.018263014
5426,88,B,0,16.3,3000,7.270537759
5426,88,B,0,16.3,2000,7.409374867
