gen,plant_id_name,leaflet_id,DPI,leafletweight_ug,CFU,LOG_Y
5426,88,B,0,16.3,3000,7.852840295
5426,88,B,3,12.5,8000000,8.391198683
5426,88,B,3,12.5,1000000,8.420697029
5426,88,B,3,12.5,4000000,8.500061103
5426,88,B,6,12.3,5000000,8.651106499
5426,88,B,6,12.3,2000000,8.659335157
5426,88,B,6,12.3,5000000,8.6883407
5426,88,B,9,16.9,1000000,9.078981446
5426,88,B,9,16.9,3000000,9.12503401
5426,88,B,9,16.9,3000000,9.125599295
5426,88,C,0,11.1,NA,7.53843136
5426,88,C,0,11.1,NA,7.539447909
5426,88,C,0,11.1,NA,7.562305366
5426,88,C,3,13.1,16000000,8.701847743
5426,88,C,3,13.1,21000000,8.722756981
5426,88,C,3,13.1,31000000,8.765017103
5426,88,C,9,18.1,6000000,8.953814741
5426,88,C,9,18.1,6000000,8.976920518
5426,88,C,9,18.1,9000000,8.990994599
5426,88,C,6,9.5,3000000,8.859948519
5426,88,C,6,9.5,2000000,8.885700308
5426,88,C,6,9.5,10000000,8.88909173
5426,90,A,0,22.1,70000,0.599793215
5426,90,A,0,22.1,60000,0.919584168
5426,90,A,0,22.1,30000,1.731065907
5426,90,A,3,6,4000000,7.94415766
5426,90,A,3,6,16000000,7.991972441
5426,90,A,3,6,20000000,7.996932599
5426,90,A,9,14.5,10000000,6.865905728
5426,90,A,9,14.5,15000000,6.957516919
5426,90,A,9,14.5,17000000,7.073747491
5426,90,A,0,20.1,17000,8.763307186
5426,90,A,0,20.1,7000,8.773655665
5426,90,A,0,20.1,18000,8.794543439
5426,90,A,6,17.3,23000000,8.20209364
5426,90,A,6,17.3,16000000,8.246836024
5426,90,A,6,17.3,28000000,8.266287921
5426,90,A,3,21.8,4700000,9.114491914
5426,90,A,3,21.8,4200000,9.130866627
5426,90,A,3,21.8,5100000,9.135527958
5426,90,A,6,24.8,NA,7.114342528
5426,90,A,6,24.8,NA,7.129997517
5426,90,A,6,24.8,NA,7.171276075
5426,90,A,9,20.3,20000000,9.149013224
5426,90,A,9,20.3,26000000,9.155324002
5426,90,A,9,20.3,34000000,9.160756178
5426,90,B,0,30.5,270000,2.939154851
5426,90,B,0,30.5,150000,3.835362449
5426,90,B,0,30.5,170000,3.851612393
5426,90,B,3,6.7,11000000,7.99657328
5426,90,B,3,6.7,9000000,7.998052132
5426,90,B,3,6.7,13000000,8.018136435
5426,90,B,9,23.5,9000000,6.914943667
5426,90,B,9,23.5,6000000,6.97866253
5426,90,B,9,23.5,18000000,7.00998979
5426,90,B,6,23.6,12000000,8.905463864
5426,90,B,6,23.6,23000000,8.910197577
5426,90,B,0,24.8,21000,8.936034565
5426,90,B,0,24.8,22000,7.951795338
5426,90,B,6,23.6,19000000,7.958137398
5426,90,B,0,24.8,18000,8.003503452
5426,90,B,6,32.6,NA,8.770736222
5426,90,B,6,32.6,NA,8.787342224
5426,90,B,9,30.4,7000000,8.838318412
5426,90,B,6,32.6,NA,7.443540616
5426,90,B,9,30.4,9000000,7.459646965
5426,90,B,9,30.4,4000000,7.468462216
5426,90,B,3,25.7,1800000,8.811654338
5426,90,B,3,25.7,2300000,8.85996718
5426,90,B,3,25.7,1700000,8.895835202
5426,90,C,0,21.5,30000,3.169849015
5426,90,C,0,21.5,30000,3.618077411
5426,90,C,0,21.5,20000,3.622900375
5426,90,C,3,5.1,12000000,8.018413026
5426,90,C,3,5.1,12000000,8.037005334
5426,90,C,3,5.1,7000000,8.1782624
5426,90,C,9,22.3,12000000,6.782501009
5426,90,C,9,22.3,8000000,6.794256495
5426,90,C,9,22.3,12000000,6.849849646
5426,90,C,0,21.7,20000,8.857312077
5426,90,C,6,19.3,18000000,8.902088192
5426,90,C,0,21.7,30000,8.917456312
5426,90,C,6,19.3,14000000,8.035688304
5426,90,C,6,19.3,15000000,8.077878983
5426,90,C,0,21.7,16000,8.087615947
5426,90,C,6,26.7,NA,8.856923461
5426,90,C,3,17.3,4100000,8.873566556
5426,90,C,6,26.7,NA,8.895420912
5426,90,C,6,26.7,NA,7.117056483
5426,90,C,3,17.3,5300000,7.138518921
5426,90,C,3,17.3,4800000,7.216378844
5426,90,C,9,23.8,13000000,8.987499762
5426,90,C,9,23.8,19000000,8.994874501
5426,90,C,9,23.8,19000000,9.003400048
5426,96,A,0,11.2,30000,3.434147804
5426,96,A,0,11.2,80000,3.83960432
5426,96,A,0,11.2,90000,3.903098647
5426,96,A,3,7.1,2000000,6.497605635
5426,96,A,3,7.1,4000000,6.616390651
5426,96,A,3,7.1,1000000,6.632093618
5426,96,A,9,16.9,22000000,7.822757504
5426,96,A,9,16.9,17000000,7.833529508
5426,96,A,9,16.9,21000000,7.87553419
5426,96,A,6,9.5,7000000,7.703840128
5426,96,A,6,9.5,5000000,7.713917305
5426,96,A,6,9.5,11000000,7.757751654
5426,96,B,0,14.7,130000,3.707141303
5426,96,B,0,14.7,130000,3.877050513
5426,96,B,0,14.7,130000,4.142855642
5426,96,B,6,15.8,400000,6.503066851
5426,96,B,3,7.8,9000000,6.6364709
5426,96,B,6,15.8,NA,6.682135385
5426,96,B,6,15.8,NA,6.494763976
5426,96,B,3,7.8,6000000,6.570962433
5426,96,B,3,7.8,7000000,6.605523067
5426,96,B,9,19.9,11000000,7.341885163
5426,96,B,9,19.9,13000000,7.393471644
5426,96,B,9,19.9,6000000,7.40239604
5426,96,C,0,11.1,30000,3.066015798
5426,96,C,0,11.1,20000,3.689251201
5426,96,C,0,11.1,30000,3.867621064
5426,96,C,3,4.4,3000000,6.124485114
5426,96,C,3,4.4,2000000,6.153802781
5426,96,C,3,4.4,4000000,6.220532855
5426,96,C,9,18.1,7000000,8.160132346
5426,96,C,9,18.1,1000000,8.165463858
5426,96,C,9,18.1,13000000,8.197855847
5426,96,C,6,8.3,30000000,7.416023807
5426,96,C,6,8.3,40000000,7.442564947
5426,96,C,6,8.3,30000000,7.448875805
5426,99,A,0,12.6,19000,3.919950858
5426,99,A,0,12.6,28000,4.1400214
5426,99,A,0,12.6,19000,5.263085387
5426,99,A,9,11.5,200000,5.705799689
5426,99,A,9,11.5,200000,5.730138905
5426,99,A,9,11.5,300000,5.857814185
5426,99,A,3,10.5,900000,6.941176601
5426,99,A,3,10.5,500000,6.942858199
5426,99,A,3,10.5,300000,7.054325514
5426,99,A,6,15.9,2600000,5.353089333
5426,99,A,6,15.9,1000000,5.402031312
5426,99,A,6,15.9,2000000,5.430874698
5426,99,B,0,14.9,30000,3.392604145
5426,99,B,0,14.9,30000,4.007427686
5426,99,B,0,14.9,80000,4.279071947
5426,99,B,3,11.5,1000000,5.561150054
5426,99,B,3,11.5,1000000,5.729039083
5426,99,B,3,11.5,700000,5.831377366
5426,99,B,9,14.1,600000,7.616868933
5426,99,B,9,14.1,400000,7.668197887
5426,99,B,9,14.1,700000,7.677001075
5426,99,B,6,17.8,10000000,5.869044528
5426,99,B,6,17.8,7000000,5.892124495
5426,99,B,6,17.8,6000000,5.892605763
5426,99,C,0,13.6,30000,1.674061889
5426,99,C,0,13.6,30000,3.94777413
5426,99,C,0,13.6,50000,4.19804644
5426,99,C,3,9.6,4000000,6.113402447
5426,99,C,3,9.6,4000000,6.170717199
5426,99,C,3,9.6,4000000,6.237837001
5426,99,C,9,18.1,15000000,7.837695107
5426,99,C,9,18.1,20000000,7.883357805
5426,99,C,9,18.1,16000000,7.901131697
5426,99,C,6,9.9,15000000,7.373626759
5426,99,C,6,9.9,24000000,7.408049103
5426,99,C,6,9.9,18000000,7.410254664
5426,115,A,0,15.2,100000,8.081788142
5426,115,A,0,15.2,160000,8.09568581
5426,115,A,0,15.2,20000,8.10325816
5426,115,A,3,8.3,13000000,8.613327889
5426,115,A,3,8.3,8000000,8.620968058
5426,115,A,3,8.3,3400000,8.63450858
5426,115,A,9,8.8,NA,9.199036113
5426,115,A,9,8.8,1000000,9.202333374
5426,115,A,9,8.8,5000000,9.288501932
5426,115,A,6,8.1,12000000,8.799963968
5426,115,A,6,8.1,8000000,8.801145497
5426,115,A,6,8.1,11000000,8.828596837
5426,115,B,0,15.4,6000,7.578958026
5426,115,B,0,15.4,18000,7.595544807
5426,115,B,0,15.4,5000,7.635542631
5426,115,B,3,14.3,2200000,7.934957777
5426,115,B,3,14.3,1300000,8.015647408
5426,115,B,3,14.3,900000,8.044033881
5426,115,B,9,10.5,1000000,9.041699094
5426,115,B,9,10.5,2000000,9.052070378
5426,115,B,9,10.5,3000000,9.089525664
5426,115,B,6,15.7,10000000,8.799416289
5426,115,B,6,15.7,10000000,8.856006574
5426,115,B,6,15.7,7000000,8.858863363
5426,115,C,0,11.9,7000,7.443578906
5426,115,C,0,11.9,15000,7.45401161
5426,115,C,0,11.9,14000,7.478820005
5426,115,C,3,8.7,1200000,8.12884847
5426,115,C,3,8.7,4000000,8.132806578
5426,115,C,3,8.7,1000000,8.165982822
5426,115,C,9,13.5,1000000,9.036795394
5426,115,C,9,13.5,1000000,9.070241037
5426,115,C,6,10.8,8000000,9.083478564
5426,115,C,6,10.8,8000000,8.290307691
5426,115,C,6,10.8,5000000,8.378961881
5426,115,C,9,13.5,NA,NA
5426,118,A,0,7.1,40000,4.266364366
5426,118,A,3,7.8,100000,4.370381526
5426,118,A,0,7.1,10000,4.612034775
5426,118,A,3,7.8,200000,8.024952697
5426,118,A,3,7.8,500000,8.050419558
5426,118,A,0,7.1,30000,8.066426739
5426,118,A,9,11.5,8000000,4.313091433
5426,118,A,9,11.5,8000000,4.487486942
5426,118,A,9,11.5,6000000,4.531222344
5426,118,A,6,9.6,15000000,8.820992376
5426,118,A,6,9.6,11000000,8.829550647
5426,118,A,6,9.6,12000000,8.830378868
5426,118,A,0,17.5,9000,7.735433734
5426,118,A,0,17.5,16000,7.770903747
5426,118,A,0,17.5,12000,7.814747996
5426,118,A,3,12.3,2900000,9.074118787
5426,118,A,3,12.3,3200000,9.079305127
5426,118,A,3,12.3,2300000,9.083978818
5426,118,A,9,13.8,1800000,7.182681035
5426,118,A,9,13.8,1800000,7.205399858
5426,118,A,9,13.8,2500000,7.21107589
5426,118,A,6,9.7,NA,8.843349444
5426,118,A,6,9.7,NA,8.860517121
5426,118,A,6,9.7,NA,8.865223672
5426,118,B,0,8.9,30000,3.805109505
5426,118,B,0,8.9,50000,4.007043282
5426,118,B,0,8.9,30000,4.548715984
5426,118,B,9,14.1,400000,8.007655932
5426,118,B,9,14.1,500000,8.075388289
5426,118,B,9,14.1,800000,8.137165053
5426,118,B,3,8.2,1900000,5.829372404
5426,118,B,3,8.2,1200000,5.859312623
5426,118,B,3,8.2,1500000,5.980856076
5426,118,B,6,11.4,NA,8.51590067
5426,118,B,6,11.4,400000,8.527124805
5426,118,B,0,21.7,17000,8.554119326
5426,118,B,0,21.7,13000,6.126879727
5426,118,B,0,21.7,13000,6.135017309
5426,118,B,3,16.6,2800000,NA
5426,118,B,3,16.6,1800000,8.838963134
5426,118,B,3,16.6,2200000,8.872323161
5426,118,B,9,14.2,2400000,8.93205206
5426,118,B,9,14.2,1200000,5.289898413
5426,118,B,9,14.2,1800000,5.29382364
5426,118,B,6,22.2,NA,5.424791695
5426,118,B,6,22.2,NA,8.557629671
5426,118,B,6,22.2,NA,8.612364128
5426,118,B,6,11.4,900000,8.628468759
5426,118,C,0,8.3,40000,3.854739222
5426,118,C,0,8.3,40000,3.926119356
5426,118,C,0,8.3,NA,4.004107501
5426,118,C,3,6.2,1600000,8.060195414
5426,118,C,9,8.5,500000,8.084335107
5426,118,C,9,8.5,600000,8.155357573
5426,118,C,9,8.5,100000,4.850739653
5426,118,C,3,6.2,1700000,6.280573331
5426,118,C,3,6.2,1800000,6.375125917
5426,118,C,6,9.1,1100000,7.615253814
5426,118,C,6,9.1,500000,7.627174082
5426,118,C,6,9.1,800000,7.633053116
5426,118,C,3,16.3,190000,6.666947802
5426,118,C,3,16.3,200000,6.728585776
5426,118,C,3,16.3,300000,6.741539424
5426,118,C,0,17.9,10000,8.788396173
5426,118,C,0,17.9,6000,8.821329046
5426,118,C,0,17.9,14000,8.862895915
5426,118,C,9,16,2000000,5.405236433
5426,118,C,9,16,1700000,5.44957464
5426,118,C,9,16,1000000,5.48767547
5426,118,C,6,21,NA,8.200927268
5426,118,C,6,21,NA,8.212321043
5426,118,C,6,21,NA,8.460600403
5426,121,A,3,8.6,1700000,5.743511268
5426,121,A,3,8.6,4800000,5.916498412
5426,121,A,3,8.6,3100000,6.216279469
5426,121,A,0,11.6,230000,5.404320515
5426,121,A,0,11.6,300000,5.656855343
5426,121,A,9,17.3,1800000,5.731502682
5426,121,A,0,11.6,200000,6.684715753
5426,121,A,9,17.3,1300000,6.68581162
5426,121,A,9,17.3,1100000,6.841717326
5426,121,A,6,13.4,600000,6.093832192
5426,121,A,6,13.4,500000,6.237335104
5426,121,A,6,13.4,1300000,6.251920394
5426,121,B,9,18.5,400000,5.725823889
5426,121,B,9,18.5,500000,5.770377773
5426,121,B,9,18.5,100000,5.890956673
5426,121,B,3,12.4,1400000,5.573408336
5426,121,B,3,12.4,700000,5.660698373
5426,121,B,0,11.5,600000,5.751380191
5426,121,B,3,12.4,700000,6.92029521
5426,121,B,0,11.5,100000,6.93758922
5426,121,B,0,11.5,600000,6.989357719
5426,121,B,6,13.9,1400000,5.099129345
5426,121,B,6,13.9,2200000,5.396760023
5426,121,B,6,13.9,1100000,5.400635354
5426,121,C,0,11.7,120000,5.146072741
5426,121,C,0,11.7,70000,5.166961174
5426,121,C,0,11.7,60000,5.408653225
5426,121,C,3,8.1,1800000,6.225686675
5426,121,C,3,8.1,1800000,6.240933169
5426,121,C,3,8.1,3500000,6.268519143
5426,121,C,9,11.4,4000000,7.644183584
5426,121,C,9,11.4,2000000,7.650753461
5426,121,C,9,11.4,17000000,7.704980098
5426,121,C,6,11.2,8000000,6.913583505
5426,121,C,6,11.2,7000000,7.022801
5426,121,C,6,11.2,5000000,7.054430012
5426,122,A,0,16.1,20000,7.774033496
5426,122,A,0,16.1,17000,7.795371747
5426,122,A,0,16.1,25000,7.873090637
5426,122,A,9,12.7,23000000,8.854622004
5426,122,A,9,12.7,NA,8.931904092
5426,122,A,9,12.7,14000000,8.945598493
5426,122,A,3,10.4,8000000,9.101871894
5426,122,A,3,10.4,7000000,9.10651168
5426,122,A,3,10.4,6000000,9.188401332
5426,122,A,6,11.7,3000000,8.694091999
5426,122,A,6,11.7,22000000,8.715365721
5426,122,A,6,11.7,7000000,8.743508722
5426,122,B,0,16.9,100000,8.094101798
5426,122,B,0,16.9,90000,8.158256144
5426,122,B,0,16.9,90000,8.169894256
5426,122,B,6,16.9,1000000,8.747789355
5426,122,B,6,16.9,3000000,8.832088636
5426,122,B,6,16.9,NA,8.905035705
5426,122,B,9,17.1,400000000,8.279976902
5426,122,B,9,17.1,250000000,8.390368666
5426,122,B,9,17.1,70000000,8.401967768
5426,122,B,3,14.3,8000000,8.513060537
5426,122,B,3,14.3,7000000,8.515240206
5426,122,B,3,14.3,5000000,8.550984902
5426,122,C,0,14.7,29000,7.777309113
5426,122,C,0,14.7,24000,7.875538868
5426,122,C,0,14.7,28000,7.889577076
5426,122,C,3,9,5000000,8.683851456
5426,122,C,3,9,5000000,8.756363333
5426,122,C,9,12.8,80000000,8.834896621
5426,122,C,9,12.8,120000000,9.07156231
5426,122,C,3,9,5000000,9.085923239
5426,122,C,9,12.8,40000000,9.126115626
5426,122,C,6,12.5,43000000,8.784205154
5426,122,C,6,12.5,3000000,8.834452963
5426,122,C,6,12.5,33000000,8.863747699
5426,127,A,0,8.2,9000,7.593702533
5426,127,A,0,8.2,20000,7.642750225
5426,127,A,0,8.2,110000,7.70612289
5426,127,A,3,14.2,4200000,8.196674277
5426,127,A,3,14.2,2100000,8.221449066
5426,127,A,3,14.2,400000,8.24363553
5426,127,A,9,11.9,3000000,8.984450712
5426,127,A,9,11.9,3000000,8.992401576
5426,127,A,9,11.9,1000000,8.997751963
5426,127,A,6,7.3,4000000,8.54764776
5426,127,A,6,7.3,4000000,8.562870996
5426,127,A,6,7.3,2000000,8.643228738
5426,127,B,0,13.5,7000,7.493209846
5426,127,B,0,13.5,8000,7.548788624
5426,127,B,0,13.5,9000,7.579392993
5426,127,B,3,14.2,700000,7.633819904
5426,127,B,3,14.2,300000,7.694603085
5426,127,B,3,14.2,1500000,7.771350519
5426,127,B,6,14.1,2000000,8.640991694
5426,127,B,6,14.1,5000000,8.659385643
5426,127,B,6,14.1,1000000,8.665981568
5426,127,B,9,10.5,4000000,8.826111155
5426,127,B,9,10.5,3000000,8.831301182
5426,127,B,9,10.5,2000000,8.860153228
5426,127,C,0,10.9,7000,7.490998408
5426,127,C,0,10.9,8000,7.643921431
5426,127,C,0,10.9,5000,7.648964294
5426,127,C,3,12.5,2900000,8.369490705
5426,127,C,3,12.5,1400000,8.388367034
5426,127,C,3,12.5,500000,8.38845521
5426,127,C,6,7.4,NA,8.616387581
5426,127,C,6,7.4,5000000,8.635024897
5426,127,C,6,7.4,6000000,8.669473002
5426,127,C,9,8.6,3000000,8.836365887
5426,127,C,9,8.6,2000000,8.848667124
5426,127,C,9,8.6,2000000,8.896389161
5426,ZG-20,A,0,12,12000,4.598762033
5426,ZG-20,A,0,12,10000,4.808668587
5426,ZG-20,A,0,12,5000,4.970973818
5426,ZG-20,A,3,11.4,1400000,5.397981511
5426,ZG-20,A,3,11.4,2200000,5.617400367
5426,ZG-20,A,3,11.4,1300000,5.687337225
5426,ZG-20,A,6,12.3,370000,5.803395286
5426,ZG-20,A,6,12.3,320000,5.820693948
5426,ZG-20,A,6,12.3,320000,5.924691021
5426,ZG-20,A,9,13.9,NA,6.581686165
5426,ZG-20,A,9,13.9,1000000,6.6733355
5426,ZG-20,A,9,13.9,5000000,6.699435177
5426,ZG-20,B,0,14.7,5000,5.042634238
5426,ZG-20,B,0,14.7,4000,5.144037427
5426,ZG-20,B,0,14.7,4000,5.47068883
5426,ZG-20,B,3,13.2,6000000,6.71855058
5426,ZG-20,B,3,13.2,17000000,6.83498849
5426,ZG-20,B,3,13.2,10000000,6.89589497
5426,ZG-20,B,6,14.7,600000,7.313763503
5426,ZG-20,B,6,14.7,300000,7.31839038
5426,ZG-20,B,6,14.7,300000,7.345627616
5426,ZG-20,B,9,14.8,15000000,7.470757413
5426,ZG-20,B,9,14.8,19000000,7.488003632
5426,ZG-20,B,9,14.8,7000000,7.522013011
5426,ZG-20,C,0,13.4,11000,5.120579143
5426,ZG-20,C,0,13.4,4000,5.154149406
5426,ZG-20,C,0,13.4,2000,5.158594747
5426,ZG-20,C,6,13.2,300000,7.098608011
5426,ZG-20,C,6,13.2,200000,7.146948397
5426,ZG-20,C,6,13.2,700000,7.206989772
5426,ZG-20,C,3,12.9,10000000,6.786894628
5426,ZG-20,C,3,12.9,11000000,6.80045078
5426,ZG-20,C,3,12.9,12000000,6.810893253
5426,ZG-20,C,9,13.7,7000000,7.324603904
5426,ZG-20,C,9,13.7,3000000,7.368269201
5426,ZG-20,C,9,13.7,7000000,7.417520356
5426,ZG-21,A,0,10.4,10000,4.976954266
5426,ZG-21,A,0,10.4,4000,5.197067963
5426,ZG-21,A,9,17.1,1100000,NA
5426,ZG-21,A,9,17.1,1900000,7.089105433
5426,ZG-21,A,9,17.1,700000,7.19441788
5426,ZG-21,A,3,7.7,21000000,7.19483168
5426,ZG-21,A,3,7.7,16000000,8.167244824
5426,ZG-21,A,3,7.7,17000000,8.184984586
5426,ZG-21,A,6,14.9,21000000,8.225201922
5426,ZG-21,A,6,14.9,15000000,6.766706761
5426,ZG-21,A,6,14.9,16000000,6.771169452
5426,ZG-21,A,0,10.4,10000,6.817066289
5426,ZG-21,B,0,16.6,14000,4.290042732
5426,ZG-21,B,0,16.6,10000,4.621824582
5426,ZG-21,B,0,16.6,13000,4.755427323
5426,ZG-21,B,3,8.2,21000000,7.079371327
5426,ZG-21,B,3,8.2,19000000,7.100135923
5426,ZG-21,B,3,8.2,17000000,7.172712332
5426,ZG-21,B,9,23.7,19000000,7.997848543
5426,ZG-21,B,9,23.7,4000000,8.022681847
5426,ZG-21,B,9,23.7,11000000,8.048517774
5426,ZG-21,B,6,19.4,4000000,7.614053861
5426,ZG-21,B,6,19.4,6000000,7.656579337
5426,ZG-21,B,6,19.4,9000000,7.684464581
5426,ZG-21,C,0,14.4,7000,4.889680443
5426,ZG-21,C,0,14.4,7000,5.146117983
5426,ZG-21,C,0,14.4,3000,5.174361104
5426,ZG-21,C,3,8.4,10000000,6.657428906
5426,ZG-21,C,3,8.4,11000000,6.752170773
5426,ZG-21,C,3,8.4,6000000,6.756140846
5426,ZG-21,C,9,21.2,3000000,7.993341742
5426,ZG-21,C,9,21.2,NA,8.04928958
5426,ZG-21,C,9,21.2,3000000,8.134908266
5426,ZG-21,C,6,13.8,3000000,6.916201906
5426,ZG-21,C,6,13.8,4000000,6.921210913
5426,ZG-21,C,6,13.8,8000000,6.962933677
5426,ZG-23,A,0,12.6,30000,4.797500668
5426,ZG-23,A,0,12.6,50000,5.185277754
5426,ZG-23,A,0,12.6,30000,5.357914221
5426,ZG-23,A,3,7.4,7000000,6.718998464
5426,ZG-23,A,3,7.4,7000000,6.928095857
5426,ZG-23,A,3,7.4,4000000,6.953910934
5426,ZG-23,A,9,7.1,11000000,8.045830875
5426,ZG-23,A,9,7.1,9000000,8.076156522
5426,ZG-23,A,9,7.1,6000000,8.076206525
5426,ZG-23,A,6,8.3,5000000,7.480581571
5426,ZG-23,A,6,8.3,3000000,7.494133491
5426,ZG-23,A,6,8.3,5000000,7.614811543
5426,ZG-23,B,0,15.4,9000,4.796475822
5426,ZG-23,B,0,15.4,5000,5.12636055
5426,ZG-23,B,0,15.4,8000,5.308379726
5426,ZG-23,B,3,10.3,2000000,6.805604501
5426,ZG-23,B,3,10.3,4000000,6.818607268
5426,ZG-23,B,3,10.3,NA,7.01051923
5426,ZG-23,B,9,11.7,16000000,7.826113992
5426,ZG-23,B,9,11.7,13000000,7.83242728
5426,ZG-23,B,9,11.7,20000000,7.866345647
5426,ZG-23,B,6,16.2,1400000,7.202183184
5426,ZG-23,B,6,16.2,1300000,7.289940191
5426,ZG-23,B,6,16.2,1700000,7.322373518
5426,ZG-23,C,0,13.5,30000,4.966411472
5426,ZG-23,C,0,13.5,40000,5.245019216
5426,ZG-23,C,0,13.5,10000,5.295937435
5426,ZG-23,C,3,5.5,7000000,6.247571033
5426,ZG-23,C,3,5.5,3000000,7.087465659
5426,ZG-23,C,3,5.5,4000000,7.14435111
5426,ZG-23,C,9,4.1,19000000,8.059532903
5426,ZG-23,C,9,4.1,31000000,8.08692596
5426,ZG-23,C,9,4.1,19000000,8.088204098
5426,ZG-23,C,6,6.7,6000000,7.466770974
5426,ZG-23,C,6,6.7,5000000,7.50756794
5426,ZG-23,C,6,6.7,NA,7.590174357
5426,ZG-25,A,0,13.6,13000,4.09555597
5426,ZG-25,A,0,13.6,9000,4.233032203
5426,ZG-25,A,0,13.6,9000,4.526984244
5426,ZG-25,A,3,8.2,4000000,7.38059488
5426,ZG-25,A,3,8.2,13000000,7.382398661
5426,ZG-25,A,3,8.2,11000000,7.430334533
5426,ZG-25,A,9,12.8,10000000,8.30136343
5426,ZG-25,A,9,12.8,17000000,8.325790036
5426,ZG-25,A,9,12.8,7000000,8.407765551
5426,ZG-25,A,6,19.3,7000000,7.605433489
5426,ZG-25,A,6,19.3,16000000,7.626457552
5426,ZG-25,A,6,19.3,6000000,7.675439075
5426,ZG-25,B,0,15.7,10000,3.78980487
5426,ZG-25,B,0,15.7,6000,3.982754119
5426,ZG-25,B,0,15.7,5000,4.203522755
5426,ZG-25,B,9,17,600000,7.352627351
5426,ZG-25,B,9,17,1000000,7.396954469
5426,ZG-25,B,9,17,900000,7.441489446
5426,ZG-25,B,3,10.3,3000000,8.35277201
5426,ZG-25,B,3,10.3,12000000,8.371579766
5426,ZG-25,B,3,10.3,12000000,8.401814058
5426,ZG-25,B,6,16.7,10000000,7.147560505
5426,ZG-25,B,6,16.7,10000000,7.246961813
5426,ZG-25,B,6,16.7,26000000,7.295647935
5426,ZG-25,C,0,15.6,5000,4.14602146
5426,ZG-25,C,0,15.6,10000,4.60315328
5426,ZG-25,C,0,15.6,13000,5.025460259
5426,ZG-25,C,3,14.1,5000000,6.808010539
5426,ZG-25,C,3,14.1,1000000,6.917617949
5426,ZG-25,C,3,14.1,5000000,6.95055833
5426,ZG-25,C,9,10.5,2000000,8.276076266
5426,ZG-25,C,9,10.5,2000000,8.298954081
5426,ZG-25,C,9,10.5,3000000,8.33256983
5426,ZG-25,C,6,11.1,16000000,7.185164088
5426,ZG-25,C,6,11.1,8000000,7.393881734
5426,ZG-25,C,6,11.1,12000000,7.622590251
5426,ZG-9,A,0,9.4,7000,4.56317855
5426,ZG-9,A,0,9.4,8000,4.567463437
5426,ZG-9,A,0,9.4,14000,4.64031306
5426,ZG-9,A,3,17.1,9000000,7.190164702
5426,ZG-9,A,3,17.1,11000000,7.26917303
5426,ZG-9,A,3,17.1,12000000,7.28483091
5426,ZG-9,A,9,15.6,7000000,8.399181942
5426,ZG-9,A,9,15.6,15000000,8.41621623
5426,ZG-9,A,9,15.6,21000000,8.424438304
5426,ZG-9,A,6,11.4,150000000,7.541069058
5426,ZG-9,A,6,11.4,110000000,7.604155106
5426,ZG-9,A,6,11.4,200000000,7.608475909
5426,ZG-9,B,0,12.2,NA,4.718499697
5426,ZG-9,B,0,12.2,NA,5.120580249
5426,ZG-9,B,0,12.2,NA,5.186192979
5426,ZG-9,B,3,21.5,15000000,7.330380388
5426,ZG-9,B,3,21.5,13000000,7.391448458
5426,ZG-9,B,3,21.5,16000000,7.448958221
5426,ZG-9,B,9,20.6,16000000,8.027911135
5426,ZG-9,B,9,20.6,18000000,8.058149021
5426,ZG-9,B,9,20.6,23000000,8.112261207
5426,ZG-9,B,6,18.8,7000000,7.496049849
5426,ZG-9,B,6,18.8,3000000,7.516734468
5426,ZG-9,B,6,18.8,9000000,7.570014967
5426,ZG-9,C,0,13.3,50000,5.023474313
5426,ZG-9,C,0,13.3,80000,5.231138766
5426,ZG-9,C,0,13.3,50000,5.306478644
5426,ZG-9,C,3,14.7,11000000,7.201225041
5426,ZG-9,C,3,14.7,8000000,7.222693823
5426,ZG-9,C,9,28.3,18000000,NA
5426,ZG-9,C,9,28.3,30000000,8.268835036
5426,ZG-9,C,9,28.3,36000000,8.272046221
5426,ZG-9,C,6,12.2,20000000,8.314881212
5426,ZG-9,C,6,12.2,30000000,7.230458283
5426,ZG-9,C,6,12.2,30000000,7.285327344
5426,ZG-9,C,3,14.7,7000000,7.293782717
